trophicDiet,trophicOrig,Picture,rachelSpp,rachelCommon,trophicLevel,trophicLevel.se,spp,common,phylum,taxLvl,species,genus,family,order,class,superclass,subphylum,kingdom,raw.spp,isSpecies,correctSpp
y,y,y,Scorpaena inermis,mushroom scorpionfish,3.7,0.51,Scorpaena inermis,NA,Chordata,Species,Scorpaena inermis,Scorpaena,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SCORPAEA IERMIS,TRUE,TRUE
y,y,y,Scorpaena plumieri,spotted scorpionfish,3.56,0.27,Scorpaena plumierii,NA,Chordata,Species,Scorpaena plumieri,Scorpaena,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SCORPAEA PLUMIERI,TRUE,TRUE
n,y,y,Scorpaenichthys marmoratus,cabezon,3.62,0.47,Scorpaenichthys marmoratus,cabezon,Chordata,Species,Scorpaenichthys marmoratus,Scorpaenichthys,Cottidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Scorpaenichthys marmoratus,TRUE,TRUE
,,,,,NA,NA,Scorpaenidae,scorpionfishes,Chordata,Family,NA,NA,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SCORPAENIDAE,FALSE,TRUE
,,,,,NA,NA,Scorpaeninae,Monterey sea-lemon,Chordata,subfamily,NA,NA,Scorpaenidae,Perciformes,Actinopteri,Actinopterygii,Craniata,Metazoa,SCORPAEIDAE,FALSE,TRUE
,,,,,NA,NA,Scotoplanes,common anchovies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scotoplanes spp.,FALSE,TRUE
,,,,,NA,NA,Scutellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SCUTELLIDAE,FALSE,TRUE
,,,,,NA,NA,Scyliorhinidae,cat sharks,Chordata,Family,NA,NA,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,Scyliorhinidae,FALSE,TRUE
,,,,,NA,NA,Scyliorhinidae,cat sharks,Chordata,Family,NA,NA,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,SCYLIORHINIDAE,FALSE,TRUE
y,y,y,Scyliorhinus retifer,chain catshark,4.37,0.33,Scyliorhinus retifer,chain catshark,Chordata,Species,Scyliorhinus retifer,Scyliorhinus,Scyliorhinidae,Carcharhiniformes,Chondrichthyes,Chondrichthyes,Vertebrata,Animalia,SCYLIORHINUS RETIFER,TRUE,TRUE
,,,,,NA,NA,Scyllaridae,white night doris,Arthropoda,family,NA,NA,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Metazoa,SCYLLARIDAE,FALSE,TRUE
,,,,,NA,NA,Scyllarides,Galapagos slipper lobster,Arthropoda,Genus,NA,Scyllarides,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SCYLLARIDES,FALSE,TRUE
n,y,y,Scyllarides aequinoctialis,spanish slipper lobster,2,0,Scyllarides aequinoctialis,Spanish slipper lobster,Arthropoda,Species,Scyllarides aequinoctialis,Scyllarides,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SCYLLARIDES AEQUIOCTIALIS,TRUE,TRUE
NA,NA,NA,Scyllarides nodifer,ridged slipper lobster,NA,NA,Scyllarides nodifer,ridged slipper lobster,Arthropoda,Species,Scyllarides nodifer,Scyllarides,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SCYLLARIDES NODIFER,TRUE,TRUE
NA,NA,NA,Scyllarides nodifer,ridged slipper lobster,NA,NA,Scyllarides nodifer,ridged slipper lobster,Arthropoda,Species,Scyllarides nodifer,Scyllarides,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SCYLLARIDES ODIFER,TRUE,TRUE
,,,,,NA,NA,Scyllarus,Chace slipper lobster,Arthropoda,Genus,NA,Scyllarus,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SCYLLARUS,FALSE,TRUE
NA,NA,NA,Scyllarus americanus,american slipper lobster,NA,NA,Scyllarus americanus,scaled sculpin,Arthropoda,Species,Scyllarus americanus,Scyllarus,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SCYLLARUS AMERICANUS,TRUE,TRUE
NA,NA,y,Scyllarus chacei,chace slipper lobster,NA,NA,Scyllarus chacei,Chace slipper lobster,Arthropoda,Species,Scyllarus chacei,Scyllarus,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SCYLLARUS CHACEI,TRUE,TRUE
NA,NA,NA,Scyllarus depressus,scaled slipper lobster,NA,NA,Scyllarus depressus,scaled slipper lobster,Arthropoda,Species,Scyllarus depressus,Scyllarus,Scyllaridae,Decapoda,Malacostraca,NA,Crustacea,Animalia,SCYLLARUS DEPRESSUS,TRUE,TRUE
n,y,y,Zameus squamulosus,velvet dogfish,3.97,0.6,Scymnodon squamulosus,Cuban anchovy,Chordata,Species,Zameus squamulosus,Zameus,Somniosidae,Squaliformes,Elasmobranchii,Chondrichthyes,Vertebrata,Animalia,Scymnodon squamulosus,TRUE,TRUE
NA,NA,y,Scypha ciliata,purse sponge,NA,NA,Scypha ciliata,Vase Sponge,Porifera,Species,Scypha ciliata,Scypha,Sycettidae,Leucosolenida,Calcarea,NA,NA,Animalia,Scypha ciliata,TRUE,TRUE
,,,,,NA,NA,Scyphozoa,jellyfishes,Cnidaria,Class,NA,NA,NA,NA,Scyphozoa,NA,Medusozoa,Animalia,Scyphozoa,FALSE,TRUE
,,,,,NA,NA,Scyphozoa,jellyfishes,Cnidaria,Class,NA,NA,NA,NA,Scyphozoa,NA,Medusozoa,Animalia,SCYPHOZOA,FALSE,TRUE
NA,NA,y,Scyra acutifrons,sharpnose crab,NA,NA,Scyra acutifrons,Cuban anchovy,Arthropoda,Species,Scyra acutifrons,Scyra,Epialtidae,Decapoda,Malacostraca,NA,Crustacea,Animalia,Scyra acutifrons,TRUE,TRUE
,,,,,NA,NA,Searsiidae,tubeshoulders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEARSIIDAE,FALSE,TRUE
,,,,,NA,NA,Sebastes,rockfishes,Chordata,Genus,NA,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SEBASTES  SP.,FALSE,TRUE
,,,,,NA,NA,Sebastes,rockfishes,Chordata,Genus,NA,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes (=Sebastomus) sp.,FALSE,TRUE
,,,,,NA,NA,Sebastes,rockfishes,Chordata,Genus,NA,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes sp.,FALSE,TRUE
,,,,,NA,NA,Sebastes,rockfishes,Chordata,Genus,NA,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SEBASTES SP.,FALSE,TRUE
,,,,,NA,NA,Sebastes,rockfishes,Chordata,Genus,NA,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes sp. (Vermilion And Sunset),FALSE,TRUE
y,y,y,Sebastes aleutianus,rougheye rockfish,3.52,0.21,Sebastes aleutianus,rougheye rockfish,Chordata,Species,Sebastes aleutianus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes aleutianus,TRUE,TRUE
y,y,y,Sebastes alutus,pacific ocean perch,3.48,0.32,Sebastes alutus,Pacific ocean perch,Chordata,Species,Sebastes alutus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes alutus,TRUE,TRUE
n,y,y,Sebastes auriculatus,brown rockfish,4.03,0.62,Sebastes auriculatus,brown rockfish,Chordata,Species,Sebastes auriculatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes auriculatus,TRUE,TRUE
NA,NA,NA,Sebastes aurora,aurora rockfish,NA,NA,Sebastes aurora,aurora rockfish,Chordata,Species,Sebastes aurora,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes aurora,TRUE,TRUE
NA,NA,NA,Sebastes babcocki,redbanded rockfish,NA,NA,Sebastes babcocki,redbanded rockfish,Chordata,Species,Sebastes babcocki,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes babcocki,TRUE,TRUE
y,y,n,Sebastes borealis,shortracker rockfish,4.31,0.34,Sebastes borealis,shortraker rockfish,Chordata,Species,Sebastes borealis,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes borealis,TRUE,TRUE
NA,NA,NA,Sebastes brevispinis,silvergray rockfish,NA,NA,Sebastes brevispinis,silvergray rockfish,Chordata,Species,Sebastes brevispinis,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes brevispinis,TRUE,TRUE
n,y,y,Sebastes carnatus,gopher rockfish,3.62,0.52,Sebastes carnatus,gopher rockfish,Chordata,Species,Sebastes carnatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes carnatus,TRUE,TRUE
y,y,y,Sebastes caurinus,copper rockfish,4.06,0.49,Sebastes caurinus,copper rockfish,Chordata,Species,Sebastes caurinus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes caurinus,TRUE,TRUE
NA,NA,NA,Sebastes chlorostictus,greenspotted rockfish,NA,NA,Sebastes chlorostictus,greenspotted rockfish,Chordata,Species,Sebastes chlorostictus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes chlorostictus,TRUE,TRUE
n,y,y,Sebastes ciliatus,dusky rockfish,3.36,0.43,Sebastes ciliatus,dusky rockfish,Chordata,Species,Sebastes ciliatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes ciliatus,TRUE,TRUE
NA,NA,y,Sebastes constellatus,starry rockfish,NA,NA,Sebastes constellatus,starry rockfish,Chordata,Species,Sebastes constellatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes constellatus,TRUE,TRUE
NA,NA,y,Sebastes crameri,darkblotched rockfish,NA,NA,Sebastes crameri,darkblotched rockfish,Chordata,Species,Sebastes crameri,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes crameri,TRUE,TRUE
NA,NA,y,Sebastes dallii,calico rockfish,NA,NA,Sebastes dalli,calico rockfish,Chordata,Species,Sebastes dallii,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes dalli,TRUE,TRUE
NA,NA,NA,Sebastes diploproa,splitnose rockfish,NA,NA,Sebastes diploproa,splitnose rockfish,Chordata,Species,Sebastes diploproa,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes diploproa,TRUE,TRUE
NA,NA,y,Sebastes elongatus,greenstriped rockfish,NA,NA,Sebastes elongatus,greenstriped rockfish,Chordata,Species,Sebastes elongatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes elongatus,TRUE,TRUE
y,y,y,Sebastes emphaeus,puget sound rockfish,3.29,0.2,Sebastes emphaeus,Puget Sound rockfish,Chordata,Species,Sebastes emphaeus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes emphaeus,TRUE,TRUE
NA,NA,NA,Sebastes ensifer,swordspine rockfish,NA,NA,Sebastes ensifer,swordspine rockfish,Chordata,Species,Sebastes ensifer,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes ensifer,TRUE,TRUE
y,y,y,Sebastes entomelas,widow rockfish,3.7,0.26,Sebastes entomelas,widow rockfish,Chordata,Species,Sebastes entomelas,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes entomelas,TRUE,TRUE
NA,NA,NA,Sebastes eos,pink rockfish,NA,NA,Sebastes eos,pink rockfish,Chordata,Species,Sebastes eos,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes eos,TRUE,TRUE
y,y,y,Sebastes fasciatus,acadian redfish,3.24,0.16,Sebastes fasciatus,Acadian redfish,Chordata,Species,Sebastes fasciatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SEBASTES FASCIATUS,TRUE,TRUE
y,y,y,Sebastes flavidus,yellowtail rockfish,4.15,0.55,Sebastes flavidus,yellowtail rockfish,Chordata,Species,Sebastes flavidus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes flavidus,TRUE,TRUE
NA,NA,NA,Sebastes gilli,bronzespotted rockfish,NA,NA,Sebastes gilli,broad-striped anchovy,Chordata,Species,Sebastes gilli,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes gilli,TRUE,TRUE
n,y,y,Sebastes goodei,chillipepper rockfish,3.46,0.44,Sebastes goodei,chilipepper,Chordata,Species,Sebastes goodei,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes goodei,TRUE,TRUE
NA,NA,NA,Sebastes helvomaculatus,rosethorn rockfish,NA,NA,Sebastes helvomaculatus,rosethorn rockfish,Chordata,Species,Sebastes helvomaculatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes helvomaculatus,TRUE,TRUE
NA,NA,n,Sebastes hopkinsi,squarespot rockfish,NA,NA,Sebastes hopkinsi,squarespot rockfish,Chordata,Species,Sebastes hopkinsi,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes hopkinsi,TRUE,TRUE
n,y,n,Sebastes jordani,shortbelly rockfish,3.2,0.35,Sebastes jordani,shortbelly rockfish,Chordata,Species,Sebastes jordani,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes jordani,TRUE,TRUE
NA,NA,n,Sebastes lentiginosus,freckled rockfish,NA,NA,Sebastes lentiginosus,broad-striped anchovy,Chordata,species,Sebastes lentiginosus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes lentiginosus,TRUE,TRUE
NA,NA,y,Sebastes levis,cowcod,NA,NA,Sebastes levis,cowcod,Chordata,Species,Sebastes levis,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes levis,TRUE,TRUE
NA,NA,NA,Sebastes macdonaldi,mexican rockfish,NA,NA,Sebastes macdonaldi,NA,Chordata,species,Sebastes macdonaldi,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes macdonaldi,TRUE,TRUE
y,y,y,Sebastes maliger,Quillback rockfish,3.84,0.37,Sebastes maliger,quillback rockfish,Chordata,Species,Sebastes maliger,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes maliger,TRUE,TRUE
y,y,y,Sebastes melanops,black rockfish,4.38,0,Sebastes melanops,black rockfish,Chordata,Species,Sebastes melanops,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes melanops,TRUE,TRUE
NA,NA,y,Sebastes melanostictus,blackspotted rockfish,NA,NA,Sebastes melanostictus,blackspotted rockfish,NA,NA,NA,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes melanostictus,TRUE,TRUE
NA,NA,y,Sebastes melanostictus,blackspotted rockfish,NA,NA,Sebastes melanostictus or sebastes aleutianus,blackspotted rockfish,NA,NA,NA,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes melanostictus or Sebastes aleutianus,TRUE,TRUE
NA,NA,y,Sebastes melanostomus,blackgill rockfish,NA,NA,Sebastes melanostomus,blackgill rockfish,Chordata,Species,Sebastes melanostomus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes melanostomus,TRUE,TRUE
n,y,n,Sebastes mentella,beaked redfish,4.12,0.66,Sebastes mentella,deepwater redfish,Chordata,Species,Sebastes mentella,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SEBASTES MENTELLA,TRUE,TRUE
NA,NA,y,Sebastes miniatus,Vermilion rockfish,NA,NA,Sebastes miniatus,vermillion rockfish,Chordata,Species,Sebastes miniatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes miniatus,TRUE,TRUE
y,y,y,Sebastes mystinus,blue rockfish,2.71,0.13,Sebastes mystinus,blue rockfish,Chordata,Species,Sebastes mystinus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes mystinus,TRUE,TRUE
y,y,y,Sebastes nigrocinctus,tiger rockfish,3.52,0.37,Sebastes nigrocinctus,tiger rockfish,Chordata,Species,Sebastes nigrocinctus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes nigrocinctus,TRUE,TRUE
n,y,n,Sebastes norvegicus,golden redfish,4.04,0.68,Sebastes norvegicus,golden redfish,NA,NA,NA,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SEBASTES MARINUS,TRUE,TRUE
NA,NA,y,Sebastes ovalis,speckled rockfish,NA,NA,Sebastes ovalis,speckled rockfish,Chordata,Species,Sebastes ovalis,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes ovalis,TRUE,TRUE
n,y,y,Sebastes paucispinis,Bocaccio rockfish,3.51,0.46,Sebastes paucispinis,bocaccio,Chordata,Species,Sebastes paucispinis,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes paucispinis,TRUE,TRUE
NA,NA,NA,Sebastes phillipsi,Chameleon rockfish,NA,NA,Sebastes phillipsi,chameleon rockfish,Chordata,Species,Sebastes phillipsi,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes phillipsi,TRUE,TRUE
n,y,y,Sebastes pinniger,canary rockfish,3.8,0.61,Sebastes pinniger,canary rockfish,Chordata,Species,Sebastes pinniger,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes pinniger,TRUE,TRUE
y,y,n,Sebastes polyspinis,northern rockfish,3.42,0.4,Sebastes polyspinis,northern rockfish,Chordata,Species,Sebastes polyspinis,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes polyspinis,TRUE,TRUE
NA,NA,n,Sebastes proriger,redstripe rockfish,NA,NA,Sebastes proriger,redstripe rockfish,Chordata,Species,Sebastes proriger,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes proriger,TRUE,TRUE
n,y,y,Sebastes rastrelliger,grass rockfish,3.87,0.61,Sebastes rastrelliger,grass rockfish,Chordata,Species,Sebastes rastrelliger,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes rastrelliger,TRUE,TRUE
NA,NA,NA,Sebastes reedi,yellowmouth rockfish,NA,NA,Sebastes reedi,yellowmouth rockfish,Chordata,Species,Sebastes reedi,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes reedi,TRUE,TRUE
NA,NA,y,Sebastes rosaceus,rosy rockfish,NA,NA,Sebastes rosaceus,rosy rockfish,Chordata,Species,Sebastes rosaceus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes rosaceus,TRUE,TRUE
NA,NA,NA,Sebastes rosenblatti,greenblotched rockfish,NA,NA,Sebastes rosenblatti,greenblotched rockfish,Chordata,Species,Sebastes rosenblatti,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes rosenblatti,TRUE,TRUE
y,y,y,Sebastes ruberrimus,yelloweye rockfish,4.43,0.37,Sebastes ruberrimus,rasphead rockfish,Chordata,Species,Sebastes ruberrimus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes ruberrimus,TRUE,TRUE
NA,NA,y,Sebastes rubrivinctus,flag rockfish,NA,NA,Sebastes rubrivinctus,flag rockfish,Chordata,Species,Sebastes rubrivinctus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes rubrivinctus,TRUE,TRUE
NA,NA,y,Sebastes rufus,bank rockfish,NA,NA,Sebastes rufus,bank rockfish,Chordata,Species,Sebastes rufus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes rufus,TRUE,TRUE
NA,NA,y,Sebastes saxicola,stripetail rockfish,NA,NA,Sebastes saxicola,stripetail rockfish,Chordata,Species,Sebastes saxicola,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes saxicola,TRUE,TRUE
NA,NA,y,Sebastes semicinctus,halfbanded rockfish,NA,NA,Sebastes semicinctus,halfbanded rockfish,Chordata,Species,Sebastes semicinctus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes semicinctus,TRUE,TRUE
y,y,y,Sebastes serranoides,olive rockfish,4.15,0.42,Sebastes serranoides,olive rockfish,Chordata,Species,Sebastes serranoides,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes serranoides,TRUE,TRUE
NA,NA,y,Sebastes serriceps,treefish,NA,NA,Sebastes serriceps,big-eye anchovy,Chordata,species,Sebastes serriceps,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes serriceps,TRUE,TRUE
NA,NA,NA,Sebastes simulator,pinkrose rockfish,NA,NA,Sebastes simulator,shortfinger anchovy,Chordata,species,Sebastes simulator,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes simulator,TRUE,TRUE
NA,NA,y,Sebastes umbrosus,honeycomb rockfish,NA,NA,Sebastes umbrosus,bay anchovy,Chordata,species,Sebastes umbrosus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes umbrosus,TRUE,TRUE
NA,NA,y,Sebastes variabilis,dusky rockfish,NA,NA,Sebastes variabilis,dusky rockfish,Chordata,Species,Sebastes variabilis,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes variabilis,TRUE,TRUE
NA,NA,y,Sebastes variegatus,harlequin rockfish,NA,NA,Sebastes variegatus,harlequin rockfish,Chordata,Species,Sebastes variegatus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes variegatus,TRUE,TRUE
NA,NA,y,Sebastes wilsoni,pygmy rockfish,NA,NA,Sebastes wilsoni,pygmy rockfish,Chordata,Species,Sebastes wilsoni,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes wilsoni,TRUE,TRUE
NA,NA,y,Sebastes zacentrus,sharpchin rockfish,NA,NA,Sebastes zacentrus,sharpchin rockfish,Chordata,Species,Sebastes zacentrus,Sebastes,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastes zacentrus,TRUE,TRUE
,,,,,NA,NA,Sebastolobus,longspine thornyhead,Chordata,Genus,NA,Sebastolobus,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastolobus sp.,FALSE,TRUE
y,y,y,Sebastolobus alascanus,shortspine thornyhead,3.62,0.26,Sebastolobus alascanus,shortspine thornyhead,Chordata,Species,Sebastolobus alascanus,Sebastolobus,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastolobus alascanus,TRUE,TRUE
NA,NA,y,Sebastolobus altivelis,longspine thornyhead,NA,NA,Sebastolobus altivelis,longspine thornyhead,Chordata,Species,Sebastolobus altivelis,Sebastolobus,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastolobus altivelis,TRUE,TRUE
n,y,n,Sebastolobus macrochir,broadbanded thornyhead,3.2,0.4,Sebastolobus macrochir,broadbanded thornyhead,Chordata,Species,Sebastolobus macrochir,Sebastolobus,Scorpaenidae,Scorpaeniformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,Sebastolobus macrochir,TRUE,TRUE
,,,,,NA,NA,Selachii,sharks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SELACHII (CHONDRICHTHYES) (CLASS),FALSE,TRUE
,,,,,NA,NA,Selachimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SELACHIMORPHA,FALSE,TRUE
y,y,y,Selar crumenophthalmus,bigeye scad,3.81,0.18,Selar crumenophthalmus,bigeye scad,Chordata,Species,Selar crumenophthalmus,Selar,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SELAR CRUMENOPHTHALMUS,TRUE,TRUE
y,y,y,Selar crumenophthalmus,bigeye scad,3.81,0.18,Selar crumenophthalmus,bigeye scad,Chordata,Species,Selar crumenophthalmus,Selar,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SELAR CRUMEOPHTHALMUS,TRUE,TRUE
n,y,y,Selene setapinnis,Atlantic moonfish,3.72,0.52,Selee setapiis,Atlantic moonfish,Chordata,Species,Selene setapinnis,Selene,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SELEE SETAPIIS,TRUE,TRUE
y,y,y,Selene vomer,loockdown,4.29,0.35,Selee vomer,lookdown,Chordata,Species,Selene vomer,Selene,Carangidae,Perciformes,Actinopterygii,Osteichthyes,Vertebrata,Animalia,SELEE VOMER,TRUE,TRUE
