"","Taxon","variable","value","Year"
"4648","Liparidinae","X2001",1,2001
"4649","Crystallichthys cyclospilus","X2001",1,2001
"4650","Liparis sp.","X2001",1,2001
"4651","Liparis fucensis","X2001",3,2001
"4652","Liparis bristolense","X2001",3,2001
"4653","Liparis dennyi","X2001",3,2001
"4654","Liparis gibbus","X2001",1,2001
"4655","Liparis pulchellus","X2001",3,2001
"4656","Liparis ochotensis","X2001",3,2001
"4657","Liparis cyclopus","X2001",3,2001
"4658","Liparis rutteri","X2001",3,2001
"4659","Liparis tunicatus","X2001",3,2001
"4660","Elassodiscus sp.","X2001",3,2001
"4661","Careproctus sp.","X2001",1,2001
"4662","Careproctus melanurus","X2001",3,2001
"4663","Careproctus phasma","X2001",3,2001
"4664","Careproctus cypselurus","X2001",3,2001
"4665","Careproctus furcellus","X2001",3,2001
"4666","Careproctus scottae","X2001",3,2001
"4667","Careproctus gilberti","X2001",3,2001
"4668","Careproctus rastrinus","X2001",1,2001
"4669","Nectoliparis pelagicus","X2001",3,2001
"4670","Myctophidae","X2001",1,2001
"4671","Osmeridae","X2001",1,2001
"4672","Thaleichthys pacificus","X2001",1,2001
"4673","Mallotus villosus","X2001",1,2001
"4674","Osmerus mordax","X2001",1,2001
"4675","Salmonidae","X2001",1,2001
"4676","Oncorhynchus tshawytscha","X2001",1,2001
"4677","Oncorhynchus kisutch","X2001",1,2001
"4678","Oncorhynchus gorbuscha","X2001",1,2001
"4679","Oncorhynchus keta","X2001",1,2001
"4680","Oncorhynchus nerka","X2001",1,2001
"4681","Onchorynchus mykiss","X2001",1,2001
"4682","Salvelinus malma","X2001",1,2001
"4683","Lyconectes aleutensis","X2001",1,2001
"4684","Cryptacanthodes giganteus","X2001",1,2001
"4685","Stichaeidae","X2001",1,2001
"4686","Eumesogrammus praecisus","X2001",1,2001
"4687","Stichaeus punctatus","X2001",2,2001
"4688","Lumpenus sp.","X2001",2,2001
"4689","Lumpenus maculatus","X2001",2,2001
"4690","Lumpenus medius","X2001",2,2001
"4691","Lumpenus fabricii","X2001",2,2001
"4692","Lumpenus sagitta","X2001",2,2001
"4693","Acantholumpenus mackayi","X2001",2,2001
"4694","Lumpenella longirostris","X2001",2,2001
"4695","Chirolophis sp.","X2001",3,2001
"4696","Chirolophis decoratus","X2001",3,2001
"4697","Chirolophis snyderi","X2001",3,2001
"4698","Poroclinus rothrocki","X2001",2,2001
"4699","Pholidae","X2001",3,2001
"4700","Zaprora silenus","X2001",1,2001
"4701","Zoarcidae","X2001",1,2001
"4702","Lycodes sp.","X2001",1,2001
"4703","Lycodes raridens","X2001",1,2001
"4704","Lycodes palearis","X2001",1,2001
"4705","Lycodes mucosus","X2001",3,2001
"4706","Lycodes polaris","X2001",3,2001
"4707","Lycodes turneri","X2001",3,2001
"4708","Lycodes brevipes","X2001",1,2001
"4709","Gymnelus viridis","X2001",3,2001
"4710","roundfish unident.","X2001",1,2001
"4711","Sebastes sp.","X2001",1,2001
"4712","Sebastes aleutianus","X2001",3,2001
"4713","Sebastes melanostictus","X2001",3,2001
"4714","Sebastes alutus","X2001",1,2001
"4715","dusky and dark rockfishes unid","X2001",1,2001
"4716","Sebastes variabilis","X2001",1,2001
"4717","Sebastes crameri","X2001",3,2001
"4718","Sebastes flavidus","X2001",3,2001
"4719","Sebastes polyspinis","X2001",1,2001
"4720","Sebastes variegatus","X2001",1,2001
"4721","fish eggs unident.","X2002",1,2002
"4722","fish larvae unident.","X2002",1,2002
"4723","fish unident.","X2002",1,2002
"4724","Petromyzontidae","X2002",1,2002
"4725","Lampetra tridentata","X2002",2,2002
"4726","Lamna ditropis","X2002",1,2002
"4727","Squalus acanthias","X2002",1,2002
"4728","Somniosus pacificus","X2002",1,2002
"4729","Rajidae unident.","X2002",1,2002
"4730","skate egg case unident.","X2002",1,2002
"4731","Bathyraja sp. egg case","X2002",1,2002
"4732","Raja sp.","X2002",2,2002
"4733","Raja binoculata","X2002",1,2002
"4734","Raja rhina","X2002",3,2002
"4735","Raja stellulata","X2002",3,2002
"4736","Bathyraja sp.","X2002",1,2002
"4737","Bathyraja abyssicola","X2002",3,2002
"4738","Bathyraja interrupta","X2002",1,2002
"4739","Bathyraja interrupta
egg case","X2002",3,2002
"4740","Bathyraja taranetzi","X2002",2,2002
"4741","Bathyraja parmifera","X2002",1,2002
"4742","Bathyraja aleutica","X2002",2,2002
"4743","Bathyraja parmifera
egg case","X2002",3,2002
"4744","Bathyraja maculata","X2002",2,2002
"4745","Bathyraja smirnovi","X2002",3,2002
"4746","Bathyraja violacea","X2002",3,2002
"4747","Pleuronectiformes","X2002",1,2002
"4748","Citharichthys sp.","X2002",3,2002
"4749","Citharichthys sordidus","X2002",3,2002
"4750","Atheresthes stomias","X2002",2,2002
"4751","Atheresthes sp.","X2002",1,2002
"4752","Atheresthes evermanni","X2002",2,2002
"4753","Reinhardtius hippoglossoides","X2002",1,2002
"4754","Hippoglossus stenolepis","X2002",1,2002
"4755","Hippoglossoides sp.","X2002",1,2002
"4756","Hippoglossoides elassodon","X2002",2,2002
"4757","Hippoglossoides robustus","X2002",2,2002
"4758","Lyopsetta exilis","X2002",3,2002
"4759","Lyopsetta glacialis","X2002",3,2002
"4760","Parophrys vetulus","X2002",3,2002
"4761","Microstomus pacificus","X2002",1,2002
"4762","Glyptocephalus zachirus","X2002",1,2002
"4763","Limanda aspera","X2002",1,2002
"4764","Limanda proboscidea","X2002",1,2002
"4765","Limanda sakhalinensis","X2002",1,2002
"4766","Platichthys stellatus","X2002",1,2002
"4767","Platichthys stellatus X Pleuronectes quadrituberculatus.","X2002",1,2002
"4768","Psettichthys melanostictus","X2002",3,2002
"4769","Lepidopsetta sp.","X2002",1,2002
"4770","Lepidopsetta polyxystra","X2002",1,2002
"4771","Lepidopsetta bilineata","X2002",2,2002
"4772","Isopsetta isolepis","X2002",1,2002
"4773","Pleuronectes quadrituberculatus","X2002",1,2002
"4774","Pleuronichthys sp.","X2002",3,2002
"4775","Agonidae","X2002",1,2002
"4776","Pallasina barbata","X2002",1,2002
"4777","Percis japonicus","X2002",1,2002
"4778","Leptagonus sp.","X2002",2,2002
"4779","Leptagonus leptorhynchus","X2002",2,2002
"4780","Leptagonus frenatus","X2002",2,2002
"4781","Agonopsis vulsa","X2002",3,2002
"4782","Odontopyxis trispinosa","X2002",3,2002
"4783","Bathyagonus sp.","X2002",2,2002
"4784","Bathyagonus alascanus","X2002",2,2002
"4785","Bathyagonus infraspinatus","X2002",3,2002
"4786","Bathyagonus pentacanthus","X2002",3,2002
"4787","Bathyagonus nigripinnis","X2002",3,2002
"4788","Podothecus accipenserinus","X2002",1,2002
"4789","Podothecus veternus","X2002",1,2002
"4790","Aspidophoroides bartoni","X2002",1,2002
"4791","Aspidophoroides olriki","X2002",2,2002
"4792","Anoplagonus inermis","X2002",3,2002
"4793","Chesnonia verrucosa","X2002",3,2002
"4794","Occella dodecaedron","X2002",1,2002
"4795","Hypsagonus quadricornis","X2002",1,2002
"4796","Ammodytes hexapterus","X2002",1,2002
"4797","Anarrhichthys ocellatus","X2002",3,2002
"4798","Anarhichas orientalis","X2002",1,2002
"4799","Anoplopoma fimbria","X2002",1,2002
"4800","Aulorhynchus flavidus","X2002",3,2002
"4801","Bathymasteridae","X2002",2,2002
"4802","Ronquilus jordani","X2002",3,2002
"4803","Bathymaster signatus","X2002",1,2002
"4804","Clupea pallasi","X2002",1,2002
"4805","Alosa sapidissima","X2002",3,2002
"4806","Cottidae","X2002",1,2002
"4807","Icelinus borealis","X2002",3,2002
"4808","Gymnocanthus sp.","X2002",2,2002
"4809","Gymnocanthus pistilliger","X2002",2,2002
"4810","Gymnocanthus tricuspis","X2002",2,2002
"4811","Gymnocanthus galeatus","X2002",2,2002
"4812","Gymnocanthus detrisus","X2002",2,2002
"4813","Radulinus asprellus","X2002",3,2002
"4814","Artediellus sp.","X2002",2,2002
"4815","Artediellus miacanthus","X2002",3,2002
"4816","Artediellus pacificus","X2002",2,2002
"4817","Artediellus scaber","X2002",3,2002
"4818","Malacocottus sp.","X2002",1,2002
"4819","Malacocottus kincaidi","X2002",3,2002
"4820","Malacocottus zonurus","X2002",1,2002
"4821","Hemilepidotus sp.","X2002",1,2002
"4822","Hemilepidotus gilberti","X2002",3,2002
"4823","Hemilepidotus spinosus","X2002",3,2002
"4824","Hemilepidotus zapus","X2002",3,2002
"4825","Hemilepidotus hemilepidotus","X2002",1,2002
"4826","Hemilepidotus jordani","X2002",1,2002
"4827","Hemilepidotus papilio","X2002",1,2002
"4828","Triglops sp.","X2002",1,2002
"4829","Triglops forficata","X2002",1,2002
"4830","Triglops metopias","X2002",3,2002
"4831","Triglops scepticus","X2002",2,2002
"4832","Triglops pingeli","X2002",2,2002
"4833","Triglops macellus","X2002",2,2002
"4834","Microcottus sellaris","X2002",3,2002
"4835","Myoxocephalus verrucosus","X2002",1,2002
"4836","Myoxocephalus polyacanthocephalus","X2002",1,2002
"4837","Myoxocephalus jaok","X2002",1,2002
"4838","Myoxocephalus stelleri","X2002",3,2002
"4839","Myoxocephalus sp.","X2002",1,2002
"4840","Myoxocephalus quadricornis","X2002",3,2002
"4841","Myoxocephalus scorpioides","X2002",3,2002
"4842","Megalocottus platycephalus","X2002",3,2002
"4843","Leptocottus armatus","X2002",3,2002
"4844","Enophrys sp.","X2002",1,2002
"4845","Enophrys lucasi","X2002",3,2002
"4846","Enophrys diceraus","X2002",1,2002
"4847","Dasycottus setiger","X2002",1,2002
"4848","Psychrolutes paradoxus","X2002",1,2002
"4849","Psychrolutes phrictus","X2002",3,2002
"4850","Blepsias bilobus","X2002",1,2002
"4851","Nautichthys pribilovius","X2002",1,2002
"4852","Nautichthys oculofasciatus","X2002",3,2002
"4853","Hemitripterus bolini","X2002",1,2002
"4854","Eurymen gyrinus","X2002",1,2002
"4855","Icelus spiniger","X2002",1,2002
"4856","Icelus canaliculatus","X2002",3,2002
"4857","Icelus euryops","X2002",3,2002
"4858","Icelus spatula","X2002",1,2002
"4859","Icelus sp.","X2002",1,2002
"4860","Trichodon trichodon","X2002",1,2002
"4861","Microgadus proximus","X2002",3,2002
"4862","Gadus macrocephalus","X2002",1,2002
"4863","Boreogadus saida","X2002",2,2002
"4864","Eleginus gracilis","X2002",1,2002
"4865","Theragra chalcogramma","X2002",1,2002
"4866","Gasterosteus aculeatus","X2002",1,2002
"4867","Pungitius pungitius","X2002",1,2002
"4868","Hexagrammidae","X2002",1,2002
"4869","Pleurogrammus monopterygius","X2002",1,2002
"4870","Hexagrammos sp.","X2002",1,2002
"4871","Hexagrammos octogrammus","X2002",3,2002
"4872","Hexagrammos stelleri","X2002",1,2002
"4873","Hexagrammos lagocephalus","X2002",3,2002
"4874","Hexagrammos decagrammus","X2002",2,2002
"4875","Icosteus aenigmaticus","X2002",1,2002
"4876","Cyclopterinae","X2002",1,2002
"4877","Aptocyclus ventricosus","X2002",1,2002
"4878","Eumicrotremus birulai","X2002",3,2002
"4879","Eumicrotremus orbis","X2002",1,2002
"4880","Eumicrotremus derjugini","X2002",3,2002
"4881","Eumicrotremus andriashevi","X2002",3,2002
"4882","Eumicrotremus sp.","X2002",3,2002
"4883","Cyclopteropsis phrynoides","X2002",3,2002
"4884","Liparidinae","X2002",1,2002
"4885","Crystallichthys cyclospilus","X2002",1,2002
"4886","Liparis sp.","X2002",1,2002
"4887","Liparis fucensis","X2002",3,2002
"4888","Liparis bristolense","X2002",3,2002
"4889","Liparis dennyi","X2002",3,2002
"4890","Liparis gibbus","X2002",1,2002
"4891","Liparis pulchellus","X2002",3,2002
"4892","Liparis ochotensis","X2002",3,2002
"4893","Liparis cyclopus","X2002",3,2002
"4894","Liparis rutteri","X2002",3,2002
"4895","Liparis tunicatus","X2002",3,2002
"4896","Elassodiscus sp.","X2002",3,2002
"4897","Careproctus sp.","X2002",1,2002
"4898","Careproctus melanurus","X2002",3,2002
"4899","Careproctus phasma","X2002",3,2002
"4900","Careproctus cypselurus","X2002",3,2002
"4901","Careproctus furcellus","X2002",3,2002
"4902","Careproctus scottae","X2002",3,2002
"4903","Careproctus gilberti","X2002",3,2002
"4904","Careproctus rastrinus","X2002",1,2002
"4905","Nectoliparis pelagicus","X2002",3,2002
"4906","Myctophidae","X2002",1,2002
"4907","Osmeridae","X2002",1,2002
"4908","Thaleichthys pacificus","X2002",1,2002
"4909","Mallotus villosus","X2002",1,2002
"4910","Osmerus mordax","X2002",1,2002
"4911","Salmonidae","X2002",1,2002
"4912","Oncorhynchus tshawytscha","X2002",1,2002
"4913","Oncorhynchus kisutch","X2002",1,2002
"4914","Oncorhynchus gorbuscha","X2002",1,2002
"4915","Oncorhynchus keta","X2002",1,2002
"4916","Oncorhynchus nerka","X2002",1,2002
"4917","Onchorynchus mykiss","X2002",1,2002
"4918","Salvelinus malma","X2002",1,2002
"4919","Lyconectes aleutensis","X2002",1,2002
"4920","Cryptacanthodes giganteus","X2002",1,2002
"4921","Stichaeidae","X2002",1,2002
"4922","Eumesogrammus praecisus","X2002",1,2002
"4923","Stichaeus punctatus","X2002",2,2002
"4924","Lumpenus sp.","X2002",2,2002
"4925","Lumpenus maculatus","X2002",2,2002
"4926","Lumpenus medius","X2002",2,2002
"4927","Lumpenus fabricii","X2002",2,2002
"4928","Lumpenus sagitta","X2002",2,2002
"4929","Acantholumpenus mackayi","X2002",2,2002
"4930","Lumpenella longirostris","X2002",2,2002
"4931","Chirolophis sp.","X2002",3,2002
"4932","Chirolophis decoratus","X2002",3,2002
"4933","Chirolophis snyderi","X2002",3,2002
"4934","Poroclinus rothrocki","X2002",2,2002
"4935","Pholidae","X2002",3,2002
"4936","Zaprora silenus","X2002",1,2002
"4937","Zoarcidae","X2002",1,2002
"4938","Lycodes sp.","X2002",1,2002
"4939","Lycodes raridens","X2002",1,2002
"4940","Lycodes palearis","X2002",1,2002
"4941","Lycodes mucosus","X2002",3,2002
"4942","Lycodes polaris","X2002",3,2002
"4943","Lycodes turneri","X2002",3,2002
"4944","Lycodes brevipes","X2002",1,2002
"4945","Gymnelus viridis","X2002",3,2002
"4946","roundfish unident.","X2002",1,2002
"4947","Sebastes sp.","X2002",1,2002
"4948","Sebastes aleutianus","X2002",3,2002
"4949","Sebastes melanostictus","X2002",3,2002
"4950","Sebastes alutus","X2002",1,2002
"4951","dusky and dark rockfishes unid","X2002",1,2002
"4952","Sebastes variabilis","X2002",1,2002
"4953","Sebastes crameri","X2002",3,2002
"4954","Sebastes flavidus","X2002",3,2002
"4955","Sebastes polyspinis","X2002",1,2002
"4956","Sebastes variegatus","X2002",1,2002
"4957","fish eggs unident.","X2003",1,2003
"4958","fish larvae unident.","X2003",1,2003
"4959","fish unident.","X2003",1,2003
"4960","Petromyzontidae","X2003",1,2003
"4961","Lampetra tridentata","X2003",2,2003
"4962","Lamna ditropis","X2003",1,2003
"4963","Squalus acanthias","X2003",1,2003
"4964","Somniosus pacificus","X2003",1,2003
"4965","Rajidae unident.","X2003",1,2003
"4966","skate egg case unident.","X2003",1,2003
"4967","Bathyraja sp. egg case","X2003",1,2003
"4968","Raja sp.","X2003",2,2003
"4969","Raja binoculata","X2003",1,2003
"4970","Raja rhina","X2003",3,2003
"4971","Raja stellulata","X2003",3,2003
"4972","Bathyraja sp.","X2003",1,2003
"4973","Bathyraja abyssicola","X2003",3,2003
"4974","Bathyraja interrupta","X2003",1,2003
"4975","Bathyraja interrupta
egg case","X2003",3,2003
"4976","Bathyraja taranetzi","X2003",2,2003
"4977","Bathyraja parmifera","X2003",1,2003
"4978","Bathyraja aleutica","X2003",2,2003
"4979","Bathyraja parmifera
egg case","X2003",3,2003
"4980","Bathyraja maculata","X2003",2,2003
"4981","Bathyraja smirnovi","X2003",3,2003
"4982","Bathyraja violacea","X2003",3,2003
"4983","Pleuronectiformes","X2003",1,2003
"4984","Citharichthys sp.","X2003",3,2003
"4985","Citharichthys sordidus","X2003",3,2003
"4986","Atheresthes stomias","X2003",2,2003
"4987","Atheresthes sp.","X2003",1,2003
"4988","Atheresthes evermanni","X2003",2,2003
"4989","Reinhardtius hippoglossoides","X2003",1,2003
"4990","Hippoglossus stenolepis","X2003",1,2003
"4991","Hippoglossoides sp.","X2003",1,2003
"4992","Hippoglossoides elassodon","X2003",2,2003
"4993","Hippoglossoides robustus","X2003",2,2003
"4994","Lyopsetta exilis","X2003",3,2003
"4995","Lyopsetta glacialis","X2003",3,2003
"4996","Parophrys vetulus","X2003",3,2003
"4997","Microstomus pacificus","X2003",1,2003
"4998","Glyptocephalus zachirus","X2003",1,2003
"4999","Limanda aspera","X2003",1,2003
"5000","Limanda proboscidea","X2003",1,2003
"5001","Limanda sakhalinensis","X2003",1,2003
"5002","Platichthys stellatus","X2003",1,2003
"5003","Platichthys stellatus X Pleuronectes quadrituberculatus.","X2003",1,2003
"5004","Psettichthys melanostictus","X2003",3,2003
"5005","Lepidopsetta sp.","X2003",1,2003
"5006","Lepidopsetta polyxystra","X2003",1,2003
"5007","Lepidopsetta bilineata","X2003",2,2003
"5008","Isopsetta isolepis","X2003",1,2003
"5009","Pleuronectes quadrituberculatus","X2003",1,2003
"5010","Pleuronichthys sp.","X2003",3,2003
"5011","Agonidae","X2003",1,2003
"5012","Pallasina barbata","X2003",1,2003
"5013","Percis japonicus","X2003",1,2003
"5014","Leptagonus sp.","X2003",2,2003
"5015","Leptagonus leptorhynchus","X2003",2,2003
"5016","Leptagonus frenatus","X2003",2,2003
"5017","Agonopsis vulsa","X2003",3,2003
"5018","Odontopyxis trispinosa","X2003",3,2003
"5019","Bathyagonus sp.","X2003",2,2003
"5020","Bathyagonus alascanus","X2003",2,2003
"5021","Bathyagonus infraspinatus","X2003",3,2003
"5022","Bathyagonus pentacanthus","X2003",3,2003
"5023","Bathyagonus nigripinnis","X2003",3,2003
"5024","Podothecus accipenserinus","X2003",1,2003
"5025","Podothecus veternus","X2003",1,2003
"5026","Aspidophoroides bartoni","X2003",1,2003
"5027","Aspidophoroides olriki","X2003",2,2003
"5028","Anoplagonus inermis","X2003",3,2003
"5029","Chesnonia verrucosa","X2003",3,2003
"5030","Occella dodecaedron","X2003",1,2003
"5031","Hypsagonus quadricornis","X2003",1,2003
"5032","Ammodytes hexapterus","X2003",1,2003
"5033","Anarrhichthys ocellatus","X2003",3,2003
"5034","Anarhichas orientalis","X2003",1,2003
"5035","Anoplopoma fimbria","X2003",1,2003
"5036","Aulorhynchus flavidus","X2003",3,2003
"5037","Bathymasteridae","X2003",2,2003
"5038","Ronquilus jordani","X2003",3,2003
"5039","Bathymaster signatus","X2003",1,2003
"5040","Clupea pallasi","X2003",1,2003
"5041","Alosa sapidissima","X2003",3,2003
"5042","Cottidae","X2003",1,2003
"5043","Icelinus borealis","X2003",3,2003
"5044","Gymnocanthus sp.","X2003",2,2003
"5045","Gymnocanthus pistilliger","X2003",2,2003
"5046","Gymnocanthus tricuspis","X2003",2,2003
"5047","Gymnocanthus galeatus","X2003",2,2003
"5048","Gymnocanthus detrisus","X2003",2,2003
"5049","Radulinus asprellus","X2003",3,2003
"5050","Artediellus sp.","X2003",2,2003
"5051","Artediellus miacanthus","X2003",3,2003
"5052","Artediellus pacificus","X2003",2,2003
"5053","Artediellus scaber","X2003",3,2003
"5054","Malacocottus sp.","X2003",1,2003
"5055","Malacocottus kincaidi","X2003",3,2003
"5056","Malacocottus zonurus","X2003",1,2003
"5057","Hemilepidotus sp.","X2003",1,2003
"5058","Hemilepidotus gilberti","X2003",3,2003
"5059","Hemilepidotus spinosus","X2003",3,2003
"5060","Hemilepidotus zapus","X2003",3,2003
"5061","Hemilepidotus hemilepidotus","X2003",1,2003
"5062","Hemilepidotus jordani","X2003",1,2003
"5063","Hemilepidotus papilio","X2003",1,2003
"5064","Triglops sp.","X2003",1,2003
"5065","Triglops forficata","X2003",1,2003
"5066","Triglops metopias","X2003",3,2003
"5067","Triglops scepticus","X2003",2,2003
"5068","Triglops pingeli","X2003",2,2003
"5069","Triglops macellus","X2003",2,2003
"5070","Microcottus sellaris","X2003",3,2003
"5071","Myoxocephalus verrucosus","X2003",1,2003
"5072","Myoxocephalus polyacanthocephalus","X2003",1,2003
"5073","Myoxocephalus jaok","X2003",1,2003
"5074","Myoxocephalus stelleri","X2003",3,2003
"5075","Myoxocephalus sp.","X2003",1,2003
"5076","Myoxocephalus quadricornis","X2003",3,2003
"5077","Myoxocephalus scorpioides","X2003",3,2003
"5078","Megalocottus platycephalus","X2003",3,2003
"5079","Leptocottus armatus","X2003",3,2003
"5080","Enophrys sp.","X2003",1,2003
"5081","Enophrys lucasi","X2003",3,2003
"5082","Enophrys diceraus","X2003",1,2003
"5083","Dasycottus setiger","X2003",1,2003
"5084","Psychrolutes paradoxus","X2003",1,2003
"5085","Psychrolutes phrictus","X2003",3,2003
"5086","Blepsias bilobus","X2003",1,2003
"5087","Nautichthys pribilovius","X2003",1,2003
"5088","Nautichthys oculofasciatus","X2003",3,2003
"5089","Hemitripterus bolini","X2003",1,2003
"5090","Eurymen gyrinus","X2003",1,2003
"5091","Icelus spiniger","X2003",1,2003
"5092","Icelus canaliculatus","X2003",3,2003
"5093","Icelus euryops","X2003",3,2003
"5094","Icelus spatula","X2003",1,2003
"5095","Icelus sp.","X2003",1,2003
"5096","Trichodon trichodon","X2003",1,2003
"5097","Microgadus proximus","X2003",3,2003
"5098","Gadus macrocephalus","X2003",1,2003
"5099","Boreogadus saida","X2003",2,2003
"5100","Eleginus gracilis","X2003",1,2003
"5101","Theragra chalcogramma","X2003",1,2003
"5102","Gasterosteus aculeatus","X2003",1,2003
"5103","Pungitius pungitius","X2003",1,2003
"5104","Hexagrammidae","X2003",1,2003
"5105","Pleurogrammus monopterygius","X2003",1,2003
"5106","Hexagrammos sp.","X2003",1,2003
"5107","Hexagrammos octogrammus","X2003",3,2003
"5108","Hexagrammos stelleri","X2003",1,2003
"5109","Hexagrammos lagocephalus","X2003",3,2003
"5110","Hexagrammos decagrammus","X2003",2,2003
"5111","Icosteus aenigmaticus","X2003",1,2003
"5112","Cyclopterinae","X2003",1,2003
"5113","Aptocyclus ventricosus","X2003",1,2003
"5114","Eumicrotremus birulai","X2003",3,2003
"5115","Eumicrotremus orbis","X2003",1,2003
"5116","Eumicrotremus derjugini","X2003",3,2003
"5117","Eumicrotremus andriashevi","X2003",3,2003
"5118","Eumicrotremus sp.","X2003",3,2003
"5119","Cyclopteropsis phrynoides","X2003",3,2003
"5120","Liparidinae","X2003",1,2003
"5121","Crystallichthys cyclospilus","X2003",1,2003
"5122","Liparis sp.","X2003",1,2003
"5123","Liparis fucensis","X2003",3,2003
"5124","Liparis bristolense","X2003",3,2003
"5125","Liparis dennyi","X2003",3,2003
"5126","Liparis gibbus","X2003",1,2003
"5127","Liparis pulchellus","X2003",3,2003
"5128","Liparis ochotensis","X2003",3,2003
"5129","Liparis cyclopus","X2003",3,2003
"5130","Liparis rutteri","X2003",3,2003
"5131","Liparis tunicatus","X2003",3,2003
"5132","Elassodiscus sp.","X2003",3,2003
"5133","Careproctus sp.","X2003",1,2003
"5134","Careproctus melanurus","X2003",3,2003
"5135","Careproctus phasma","X2003",3,2003
"5136","Careproctus cypselurus","X2003",3,2003
"5137","Careproctus furcellus","X2003",3,2003
"5138","Careproctus scottae","X2003",3,2003
"5139","Careproctus gilberti","X2003",3,2003
"5140","Careproctus rastrinus","X2003",1,2003
"5141","Nectoliparis pelagicus","X2003",3,2003
"5142","Myctophidae","X2003",1,2003
"5143","Osmeridae","X2003",1,2003
"5144","Thaleichthys pacificus","X2003",1,2003
"5145","Mallotus villosus","X2003",1,2003
"5146","Osmerus mordax","X2003",1,2003
"5147","Salmonidae","X2003",1,2003
"5148","Oncorhynchus tshawytscha","X2003",1,2003
"5149","Oncorhynchus kisutch","X2003",1,2003
"5150","Oncorhynchus gorbuscha","X2003",1,2003
"5151","Oncorhynchus keta","X2003",1,2003
"5152","Oncorhynchus nerka","X2003",1,2003
"5153","Onchorynchus mykiss","X2003",1,2003
"5154","Salvelinus malma","X2003",1,2003
"5155","Lyconectes aleutensis","X2003",1,2003
"5156","Cryptacanthodes giganteus","X2003",1,2003
"5157","Stichaeidae","X2003",1,2003
"5158","Eumesogrammus praecisus","X2003",1,2003
"5159","Stichaeus punctatus","X2003",2,2003
"5160","Lumpenus sp.","X2003",2,2003
"5161","Lumpenus maculatus","X2003",2,2003
"5162","Lumpenus medius","X2003",2,2003
"5163","Lumpenus fabricii","X2003",2,2003
"5164","Lumpenus sagitta","X2003",2,2003
"5165","Acantholumpenus mackayi","X2003",2,2003
"5166","Lumpenella longirostris","X2003",2,2003
"5167","Chirolophis sp.","X2003",3,2003
"5168","Chirolophis decoratus","X2003",3,2003
"5169","Chirolophis snyderi","X2003",3,2003
"5170","Poroclinus rothrocki","X2003",2,2003
"5171","Pholidae","X2003",3,2003
"5172","Zaprora silenus","X2003",1,2003
"5173","Zoarcidae","X2003",1,2003
"5174","Lycodes sp.","X2003",1,2003
"5175","Lycodes raridens","X2003",1,2003
"5176","Lycodes palearis","X2003",1,2003
"5177","Lycodes mucosus","X2003",3,2003
"5178","Lycodes polaris","X2003",3,2003
"5179","Lycodes turneri","X2003",3,2003
"5180","Lycodes brevipes","X2003",1,2003
"5181","Gymnelus viridis","X2003",3,2003
"5182","roundfish unident.","X2003",1,2003
"5183","Sebastes sp.","X2003",1,2003
"5184","Sebastes aleutianus","X2003",3,2003
"5185","Sebastes melanostictus","X2003",3,2003
"5186","Sebastes alutus","X2003",1,2003
"5187","dusky and dark rockfishes unid","X2003",1,2003
"5188","Sebastes variabilis","X2003",1,2003
"5189","Sebastes crameri","X2003",3,2003
"5190","Sebastes flavidus","X2003",3,2003
"5191","Sebastes polyspinis","X2003",1,2003
"5192","Sebastes variegatus","X2003",1,2003
"5193","fish eggs unident.","X2004",1,2004
"5194","fish larvae unident.","X2004",1,2004
"5195","fish unident.","X2004",1,2004
"5196","Petromyzontidae","X2004",1,2004
"5197","Lampetra tridentata","X2004",2,2004
"5198","Lamna ditropis","X2004",1,2004
"5199","Squalus acanthias","X2004",1,2004
"5200","Somniosus pacificus","X2004",1,2004
"5201","Rajidae unident.","X2004",1,2004
"5202","skate egg case unident.","X2004",1,2004
"5203","Bathyraja sp. egg case","X2004",1,2004
"5204","Raja sp.","X2004",2,2004
"5205","Raja binoculata","X2004",1,2004
"5206","Raja rhina","X2004",3,2004
"5207","Raja stellulata","X2004",3,2004
"5208","Bathyraja sp.","X2004",1,2004
"5209","Bathyraja abyssicola","X2004",3,2004
"5210","Bathyraja interrupta","X2004",1,2004
"5211","Bathyraja interrupta
egg case","X2004",3,2004
"5212","Bathyraja taranetzi","X2004",2,2004
"5213","Bathyraja parmifera","X2004",1,2004
"5214","Bathyraja aleutica","X2004",2,2004
"5215","Bathyraja parmifera
egg case","X2004",3,2004
"5216","Bathyraja maculata","X2004",2,2004
"5217","Bathyraja smirnovi","X2004",3,2004
"5218","Bathyraja violacea","X2004",3,2004
"5219","Pleuronectiformes","X2004",1,2004
"5220","Citharichthys sp.","X2004",3,2004
"5221","Citharichthys sordidus","X2004",3,2004
"5222","Atheresthes stomias","X2004",2,2004
"5223","Atheresthes sp.","X2004",1,2004
"5224","Atheresthes evermanni","X2004",2,2004
"5225","Reinhardtius hippoglossoides","X2004",1,2004
"5226","Hippoglossus stenolepis","X2004",1,2004
"5227","Hippoglossoides sp.","X2004",1,2004
"5228","Hippoglossoides elassodon","X2004",2,2004
"5229","Hippoglossoides robustus","X2004",2,2004
"5230","Lyopsetta exilis","X2004",3,2004
"5231","Lyopsetta glacialis","X2004",3,2004
"5232","Parophrys vetulus","X2004",3,2004
"5233","Microstomus pacificus","X2004",1,2004
"5234","Glyptocephalus zachirus","X2004",1,2004
