"","Taxon","variable","value","Year"
"11546","Pseudarchaster parelii","X2002",3,2002
"11547","Hippasteria spinosa","X2002",3,2002
"11548","Ceramaster sp.","X2002",1,2002
"11549","Ceramaster japonicus","X2002",3,2002
"11550","Ceramaster patagonicus","X2002",3,2002
"11551","Dermasterias imbricata","X2002",3,2002
"11552","Solaster sp.","X2002",1,2002
"11553","Solaster endeca","X2002",3,2002
"11554","Solaster dawsoni","X2002",3,2002
"11555","Solaster paxillatus","X2002",3,2002
"11556","Crossaster sp.","X2002",1,2002
"11557","Crossaster borealis","X2002",1,2002
"11558","Crossaster papposus","X2002",1,2002
"11559","Pteraster sp.","X2002",1,2002
"11560","Pteraster tesselatus","X2002",3,2002
"11561","Pteraster militaris","X2002",3,2002
"11562","Pteraster obscurus","X2002",1,2002
"11563","Diplopteraster multipes","X2002",1,2002
"11564","Diplopteraster sp.","X2002",1,2002
"11565","Asterias sp.","X2002",1,2002
"11566","Asterias amurensis","X2002",1,2002
"11567","Ctenodiscus sp.","X2002",3,2002
"11568","Ctenodiscus crispatus","X2002",3,2002
"11569","Leptychaster sp.","X2002",3,2002
"11570","Leptychaster anomalus","X2002",3,2002
"11571","Leptychaster pacificus","X2002",3,2002
"11572","Leptychaster arcticus","X2002",3,2002
"11573","Dipsacaster sp.","X2002",1,2002
"11574","Dipsacaster borealis","X2002",1,2002
"11575","Cheiraster (=Luidiaster) dawsoni","X2002",1,2002
"11576","Echinacea unident.","X2002",1,2002
"11577","Strongylocentrotus droebachiensis","X2002",3,2002
"11578","Strongylocentrotus
sp.","X2002",2,2002
"11579","Strongylocentrotus franciscanus","X2002",3,2002
"11580","Strongylocentrotus polyacanthus","X2002",3,2002
"11581","Strongylocentrotus pallidus","X2002",3,2002
"11582","Allocentrotus fragilis","X2002",2,2002
"11583","Allocentrotus sp.","X2002",2,2002
"11584","sand dollar unident.","X2002",1,2002
"11585","Echinarachnius parma","X2002",1,2002
"11586","Ophiuroid unident.","X2002",1,2002
"11587","Gorgonocephalus eucnemis","X2002",1,2002
"11588","Asteronyx loveni","X2002",1,2002
"11589","Ophiura sp.","X2002",3,2002
"11590","Ophiura sarsi","X2002",3,2002
"11591","Amphiophiura nodosa","X2002",3,2002
"11592","Ophiacantha sp.","X2002",3,2002
"11593","Ophiopholis sp.","X2002",3,2002
"11594","Ophiopholis aculeata","X2002",3,2002
"11595","Ophiolebes sp.","X2002",3,2002
"11596","Holothuroidea unident.","X2002",1,2002
"11597","Molpadia sp.","X2002",1,2002
"11598","Molpadia intermedia","X2002",2,2002
"11599","Pentamera lissoplaca","X2002",3,2002
"11600","Pentamera sp.","X2002",3,2002
"11601","Bathyplotes sp.","X2002",3,2002
"11602","Cucumaria sp.","X2002",1,2002
"11603","Cucumaria fallax","X2002",1,2002
"11604","Cucumaria frondosa","X2002",3,2002
"11605","Psolus sp.","X2002",1,2002
"11606","Psolus fabricii","X2002",3,2002
"11607","Psolus squamatus","X2002",3,2002
"11608","Synallactes challengeri","X2002",3,2002
"11609","Foraminifera","X2002",3,2002
"11610","Porifera","X2002",1,2002
"11611","vase sponge unident.","X2002",3,2002
"11612","Suberites sp.","X2002",1,2002
"11613","Suberites ficus","X2002",3,2002
"11614","Aphrocallistes vastus","X2002",3,2002
"11615","Mycale loveni","X2002",1,2002
"11616","Halichondria panicea","X2002",3,2002
"11617","Phakellia cribrosa","X2002",3,2002
"11618","scapula sponge","X2002",3,2002
"11619","Myxilla incrustans","X2002",3,2002
"11620","Leucosolenia blanca","X2002",3,2002
"11621","Tethya sp.","X2002",3,2002
"11622","stone sponge","X2002",3,2002
"11623","Polymastia fluegeli","X2002",3,2002
"11624","Latrunculia sp. A (Clark 2006)","X2002",3,2002
"11625","Hexactinellida","X2002",3,2002
"11626","Platyhelminthes","X2002",3,2002
"11627","Polycladida","X2002",3,2002
"11628","Nemertea","X2002",3,2002
"11629","Priapula","X2002",3,2002
"11630","Nematoda","X2002",3,2002
"11631","Sipuncula","X2002",2,2002
"11632","Echiura","X2002",3,2002
"11633","Phoronida","X2002",3,2002
"11634","Bryozoa unident.","X2002",2,2002
"11635","Leieschara orientalis","X2002",3,2002
"11636","bryozoan sp. A unident.","X2002",3,2002
"11637","Bugula californica","X2002",3,2002
"11638","Eucratea loricata","X2002",3,2002
"11639","Flustra serrulata","X2002",3,2002
"11640","Flustrellidra corniculata","X2002",3,2002
"11641","Alcyonidium pedunculatum","X2002",3,2002
"11642","Porella compressa","X2002",3,2002
"11643","Escharopsis sarsi","X2002",3,2002
"11644","Rhamphostomella costata","X2002",2,2002
"11645","Cellepora ventricosa","X2002",3,2002
"11646","Dendrobeania sp.","X2002",3,2002
"11647","brachiopod unident.","X2002",1,2002
"11648","Hemithyridae","X2002",3,2002
"11649","Laqueus californianus","X2002",3,2002
"11650","Ascidian unident.","X2002",1,2002
"11651","Ascidian n. sp. A","X2002",3,2002
"11652","Ascidian n. sp. B","X2002",3,2002
"11653","Thaliacea unident.","X2002",2,2002
"11654","Styela sp.","X2002",1,2002
"11655","Styela rustica","X2002",1,2002
"11656","Boltenia sp.","X2002",1,2002
"11657","Boltenia ovifera","X2002",1,2002
"11658","Halocynthia sp.","X2002",1,2002
"11659","Halocynthia aurantium","X2002",1,2002
"11660","Aplidium californicum","X2002",3,2002
"11661","compound ascidian unident.","X2002",1,2002
"11662","Amaroucium soldatovi","X2002",3,2002
"11663","Chelyosoma orientale","X2002",3,2002
"11664","Aplidium sp.","X2002",1,2002
"11665","Aplidium n. sp. a","X2002",3,2002
"11666","Synoicum sp.","X2002",3,2002
"11667","Molgula sp.","X2002",3,2002
"11668","Molgula grifithsii","X2002",3,2002
"11669","Molgula retortiformis","X2002",3,2002
"11670","invertebrate unident.","X2002",1,2002
"11671","invert. eggs unident.","X2002",1,2002
"11672","empty bivalve shells","X2002",1,2002
"11673","empty gastropod shells","X2002",1,2002
"11674","unsorted debris","X2002",1,2002
"11675","Polychaete tubes","X2002",1,2002
"11676","unsorted shab","X2002",1,2002
"11677","Hydrozoa","X2003",1,2003
"11678","hydroid unident.","X2003",2,2003
"11679","Hydroid sp. A","X2003",3,2003
"11680","Hydractinia sp.","X2003",3,2003
"11681","Sertularia robusta","X2003",3,2003
"11682","Scyphozoa","X2003",1,2003
"11683","Chrysaora sp.","X2003",1,2003
"11684","Chrysaora melanaster","X2003",1,2003
"11685","Phacellophora camtschatica","X2003",1,2003
"11686","Aequorea sp.","X2003",3,2003
"11687","Phacellophora sp.","X2003",1,2003
"11688","Aurelia sp.","X2003",1,2003
"11689","Aurelia labiata","X2003",3,2003
"11690","Cyanea sp.","X2003",1,2003
"11691","Cyanea capillata","X2003",1,2003
"11692","Anthozoa","X2003",2,2003
"11693","Alcyonacea","X2003",2,2003
"11694","Gersemia sp.","X2003",1,2003
"11695","Gersemia rubiformis","X2003",3,2003
"11696","Gorgonacea","X2003",2,2003
"11697","Paragorgia sp.","X2003",1,2003
"11698","Paragorgia arborea","X2003",2,2003
"11699","Pennatulacea","X2003",1,2003
"11700","Virgularia sp.","X2003",3,2003
"11701","Virgularidae","X2003",1,2003
"11702","Stylatula sp.","X2003",3,2003
"11703","Halipteris sp.","X2003",3,2003
"11704","Halipteris finmarchia","X2003",3,2003
"11705","Halipteris willemoesi","X2003",3,2003
"11706","Actiniaria","X2003",1,2003
"11707","Actinauge verrillii","X2003",2,2003
"11708","Metridium sp.","X2003",1,2003
"11709","Metridium senile","X2003",3,2003
"11710","Metridium farcimen (=Metridium giganteum)","X2003",3,2003
"11711","Stomphia didemon","X2003",3,2003
"11712","Stomphia sp.","X2003",3,2003
"11713","Stomphia coccinea","X2003",3,2003
"11714","Urticina sp.","X2003",3,2003
"11715","Urticina crassicornis","X2003",3,2003
"11716","Urticina lofotensis","X2003",3,2003
"11717","Urticina columbiana","X2003",3,2003
"11718","Bathyphelia australis","X2003",3,2003
"11719","Cribrinopsis fernaldi","X2003",3,2003
"11720","Liponema brevicornis","X2003",1,2003
"11721","Actinostolidae","X2003",1,2003
"11722","Scleractinia unident.","X2003",3,2003
"11723","Amphilaphis sp.","X2003",2,2003
"11724","Ctenophora","X2003",1,2003
"11725","Beroe sp.","X2003",3,2003
"11726","Polychaeta","X2003",1,2003
"11727","worm unident.","X2003",1,2003
"11728","Eunice valens","X2003",3,2003
"11729","tube worm unident.","X2003",1,2003
"11730","Aphroditidae","X2003",1,2003
"11731","Aphrodita sp.","X2003",1,2003
"11732","Aphrodita negligens","X2003",3,2003
"11733","Nephtyidae unident.","X2003",3,2003
"11734","Nereidae","X2003",3,2003
"11735","Nereis sp.","X2003",3,2003
"11736","Cheilonereis cyclurus","X2003",3,2003
"11737","Polynoidae","X2003",1,2003
"11738","Eunoe sp.","X2003",1,2003
"11739","Eunoe nodosa","X2003",2,2003
"11740","Eunoe depressa","X2003",2,2003
"11741","Sabellidae","X2003",3,2003
"11742","Serpula vermicularis","X2003",3,2003
"11743","Serpula columbiana","X2003",3,2003
"11744","Serpula sp.","X2003",3,2003
"11745","Hirudinea unident.","X2003",1,2003
"11746","Carcinobdella
sp.","X2003",3,2003
"11747","Notostombdella (=Carcinobdella) cyclostoma","X2003",3,2003
"11748","Amphipoda","X2003",1,2003
"11749","Gammaridae","X2003",1,2003
"11750","Caprella sp.","X2003",1,2003
"11751","Isopoda","X2003",1,2003
"11752","Saduria entomon","X2003",3,2003
"11753","Mysidacea","X2003",2,2003
"11754","Cirripedia","X2003",1,2003
"11755","Thoracica","X2003",1,2003
"11756","Balanus sp.","X2003",1,2003
"11757","Balanus balanus","X2003",3,2003
"11758","Balanus evermanni","X2003",3,2003
"11759","Balanus hesperius","X2003",3,2003
"11760","Balanus rostratus","X2003",3,2003
"11761","shrimp unident.","X2003",1,2003
"11762","Pandalidae","X2003",1,2003
"11763","Pandalus sp.","X2003",2,2003
"11764","Pandalus jordani","X2003",3,2003
"11765","Pandalus borealis","X2003",2,2003
"11766","Pandalus tridens","X2003",2,2003
"11767","Pandalus platyceros","X2003",2,2003
"11768","Pandalus goniurus","X2003",2,2003
"11769","Pandalus hypsinotus","X2003",2,2003
"11770","Pandalopsis dispar","X2003",3,2003
"11771","Hippolytidae","X2003",1,2003
"11772","Spirontocaris sp.","X2003",2,2003
"11773","Spirontocaris arcuata","X2003",2,2003
"11774","Spirontocaris lamellicornis","X2003",2,2003
"11775","Eualus sp.","X2003",2,2003
"11776","Eualus barbatus","X2003",3,2003
"11777","Eualus fabricii","X2003",3,2003
"11778","Eualus gaimardii","X2003",3,2003
"11779","Eualus macilentus","X2003",3,2003
"11780","Eualus suckleyi","X2003",3,2003
"11781","Lebbeus sp.","X2003",3,2003
"11782","Lebbeus groenlandicus","X2003",2,2003
"11783","Lebbeus polaris","X2003",3,2003
"11784","Crangonidae","X2003",1,2003
"11785","Crangon sp.","X2003",2,2003
"11786","Crangon abyssorum","X2003",3,2003
"11787","Crangon alaskensis","X2003",3,2003
"11788","Crangon communis","X2003",2,2003
"11789","Crangon dalli","X2003",2,2003
"11790","Crangon septemspinosa","X2003",2,2003
"11791","Lissocrangon stylirostris","X2003",3,2003
"11792","Sclerocrangon
sp.","X2003",3,2003
"11793","Sclerocrangon boreas","X2003",3,2003
"11794","Argis sp.","X2003",2,2003
"11795","Argis alaskensis","X2003",3,2003
"11796","Argis dentata","X2003",3,2003
"11797","Argis lar","X2003",3,2003
"11798","Argis crassa","X2003",3,2003
"11799","Argis levior","X2003",3,2003
"11800","crab unident.","X2003",1,2003
"11801","Cancer sp.","X2003",1,2003
"11802","Cancer magister","X2003",1,2003
"11803","Cancer oregonensis","X2003",1,2003
"11804","Cancer productus","X2003",3,2003
"11805","Oregonia gracilis","X2003",1,2003
"11806","Chionoecetes sp.","X2003",1,2003
"11807","Chionoecetes tanneri","X2003",1,2003
"11808","Chionoecetes bairdi","X2003",1,2003
"11809","Chionoecetes angulatus","X2003",1,2003
"11810","Chionoecetes opilio","X2003",1,2003
"11811","Chionoecetes
hybrid","X2003",1,2003
"11812","Hyas sp.","X2003",1,2003
"11813","Hyas coarctatus","X2003",1,2003
"11814","Hyas lyratus","X2003",1,2003
"11815","Telmessus cheiragonus","X2003",1,2003
"11816","Paguridae","X2003",1,2003
"11817","Labidochirus splendescens","X2003",1,2003
"11818","Pagurus sp.","X2003",1,2003
"11819","Pagurus brandti","X2003",3,2003
"11820","Pagurus aleuticus","X2003",2,2003
"11821","Pagurus confragosus","X2003",2,2003
"11822","Pagurus cornutus","X2003",2,2003
"11823","Pagurus dalli","X2003",2,2003
"11824","Pagurus kennerlyi","X2003",2,2003
"11825","Pagurus trigonocheirus","X2003",2,2003
"11826","Pagurus beringanus","X2003",2,2003
"11827","Pagurus ochotensis","X2003",2,2003
"11828","Pagurus rathbuni","X2003",2,2003
"11829","Pagurus tanneri","X2003",2,2003
"11830","Pagurus capillatus","X2003",2,2003
"11831","Elassochirus tenuimanus","X2003",2,2003
"11832","Elassochirus cavimanus","X2003",2,2003
"11833","Elassochirus gilli","X2003",3,2003
"11834","Lithodes aequispina","X2003",1,2003
"11835","Dermaturus mandti","X2003",1,2003
"11836","Hapalogaster sp.","X2003",1,2003
"11837","Hapalogaster grebnitzkii","X2003",1,2003
"11838","Phyllolithodes papillosus","X2003",3,2003
"11839","Paralithodes camtschaticus","X2003",1,2003
"11840","Paralithodes platypus","X2003",1,2003
"11841","Placetron wosnessenskii","X2003",1,2003
"11842","Erimacrus isenbeckii","X2003",1,2003
"11843","Pugettia sp.","X2003",3,2003
"11844","Pugettia gracilis","X2003",3,2003
"11845","Mollusca","X2003",1,2003
"11846","Polyplacophora unident.","X2003",1,2003
"11847","Amicula vestita","X2003",1,2003
"11848","Nudibranchia unident.","X2003",1,2003
"11849","Onchidoris bilamellata","X2003",3,2003
"11850","Tochuina tetraquetra","X2003",3,2003
"11851","Dendronotus sp.","X2003",3,2003
"11852","Dendronotus frondosus","X2003",3,2003
"11853","Dendronotus subramosus","X2003",3,2003
"11854","Chlamylla sp.","X2003",3,2003
"11855","Tritonia diomedea","X2003",3,2003
"11856","Tritonia sp.","X2003",3,2003
"11857","Anisodoris nobilis","X2003",3,2003
"11858","dorid nudibranch unident.","X2003",3,2003
"11859","Archidoris odhneri","X2003",3,2003
"11860","limpet unident.","X2003",3,2003
"11861","Gastropod unident.","X2003",1,2003
"11862","gastropod eggs","X2003",1,2003
"11863","Buccinum sp.
eggs","X2003",1,2003
"11864","Neptunea sp. eggs","X2003",1,2003
"11865","Asterophila japonica","X2003",3,2003
"11866","Naticidae","X2003",1,2003
"11867","Naticidae eggs","X2003",1,2003
"11868","Cryptonatica
sp.","X2003",3,2003
"11869","Cryptonatica aleutica","X2003",3,2003
"11870","Cryptonatica affinis","X2003",3,2003
"11871","Natica sp.","X2003",3,2003
"11872","Natica clausa","X2003",3,2003
"11873","Natica russa","X2003",3,2003
"11874","Euspira sp.","X2003",3,2003
"11875","Euspira lewisi","X2003",3,2003
"11876","Euspira pallidus","X2003",3,2003
"11877","Lamellaria sp.","X2003",3,2003
"11878","Onchidiopsis glacialis","X2003",3,2003
"11879","Onchidiopsis sp. B (Clark & McLean)","X2003",3,2003
"11880","Capulacmaea commoda","X2003",3,2003
"11881","Tachyrhynchus erosus","X2003",1,2003
"11882","Crepidula sp.","X2003",1,2003
"11883","Crepidula grandis","X2003",1,2003
"11884","Colus sp.","X2003",3,2003
"11885","Colus herendeenii","X2003",3,2003
"11886","Colus hypolispus","X2003",3,2003
"11887","Colus ombronius","X2003",3,2003
"11888","Colus roseus","X2003",3,2003
"11889","Colus esychus","X2003",3,2003
"11890","Colus spitzbergensis","X2003",3,2003
"11891","Colus aphelus","X2003",3,2003
"11892","Colus halli","X2003",3,2003
"11893","Colus datuzenbergii","X2003",3,2003
"11894","Colus bristolensis","X2003",3,2003
"11895","Pyrulofusus sp.","X2003",1,2003
"11896","Pyrulofusus deformis","X2003",1,2003
"11897","Pyrulofusus harpa","X2003",1,2003
"11898","Pyrulofusus melonis","X2003",1,2003
"11899","Volutopsius sp.","X2003",3,2003
"11900","Volutopsius sp. eggs","X2003",1,2003
"11901","Volutopsius fragilis","X2003",3,2003
"11902","Volutopsius filosus","X2003",3,2003
"11903","Volutopsius castaneus","X2003",3,2003
"11904","Volutopsius simplex","X2003",3,2003
"11905","Volutopsius stefanssoni","X2003",3,2003
"11906","Volutopsius middendorffii","X2003",3,2003
"11907","Volutopsius trophonius","X2003",3,2003
"11908","Volutopsius callorhinus","X2003",3,2003
"11909","Beringius sp.","X2003",3,2003
"11910","Beringius kennicottii","X2003",3,2003
"11911","Beringius frielei","X2003",3,2003
"11912","Beringius beringii","X2003",3,2003
"11913","Beringius stimpsoni","X2003",3,2003
"11914","Beringius crebricostatus","X2003",3,2003
"11915","Beringius undatus","X2003",3,2003
"11916","Neptunea sp.","X2003",3,2003
"11917","Neptunea amianta","X2003",3,2003
"11918","Neptunea smirnia","X2003",3,2003
"11919","Neptunea pribiloffensis","X2003",3,2003
"11920","Neptunea tabulata","X2003",3,2003
"11921","Neptunea borealis","X2003",3,2003
"11922","Neptunea lyrata","X2003",3,2003
"11923","Neptunea ventricosa","X2003",3,2003
"11924","Neptunea insularis","X2003",3,2003
"11925","Neptunea heros","X2003",3,2003
"11926","Neptunea magna","X2003",3,2003
"11927","Neptunea sp. D (Clark & McLean)","X2003",3,2003
"11928","Plicifusus sp.","X2003",3,2003
"11929","Plicifusus incisus","X2003",3,2003
"11930","Plicifusus kroyeri","X2003",3,2003
"11931","Plicifusus oceanodromae","X2003",3,2003
"11932","Plicifusus griseus","X2003",3,2003
"11933","Liomesus sp.","X2003",3,2003
"11934","Liomesus ooides","X2003",3,2003
"11935","Ancistrolepis sp.","X2003",3,2003
"11936","Antiplanes sp.","X2003",3,2003
"11937","Aforia sp.","X2003",1,2003
"11938","Aforia goodei","X2003",3,2003
"11939","Aforia circinata","X2003",1,2003
"11940","Boreoscala groenlandica","X2003",2,2003
"11941","Oenopota sp.","X2003",3,2003
"11942","Oenopota harpa","X2003",3,2003
"11943","Trichotropidae","X2003",3,2003
"11944","Trichotropis coronata","X2003",3,2003
"11945","Trichotropis bicarinata","X2003",3,2003
"11946","Boreotrophon beringi","X2003",3,2003
"11947","Boreotrophon alaskanus","X2003",3,2003
"11948","Boreotrophon coronatus","X2003",3,2003
"11949","Boreotrophon clathratus","X2003",3,2003
"11950","Boreotrophon sp.","X2003",3,2003
"11951","Boreotrophon pacificus","X2003",3,2003
"11952","Fusitriton oregonensis","X2003",1,2003
"11953","Fusitriton sp.","X2003",1,2003
"11954","trochid unident.","X2003",3,2003
"11955","Margarites sp.","X2003",3,2003
"11956","Margarites pupillus","X2003",3,2003
"11957","Margarites giganteus","X2003",3,2003
"11958","Margarites argentatus","X2003",3,2003
"11959","Margarites costalis","X2003",3,2003
"11960","Solariella obscura","X2003",3,2003
"11961","Buccinum sp.","X2003",1,2003
"11962","Buccinum angulosum","X2003",3,2003
"11963","Buccinum oedematum","X2003",3,2003
"11964","Buccinum plectrum","X2003",3,2003
"11965","Buccinum scalariforme","X2003",3,2003
"11966","Buccinum polare","X2003",3,2003
"11967","Buccinum solenum","X2003",3,2003
"11968","Buccinum ciliatum","X2003",3,2003
"11969","Buccinum glaciale","X2003",3,2003
"11970","Buccinum tenellum","X2003",3,2003
"11971","Buccinum tricarinatum","X2003",3,2003
"11972","Arctomelon sp.","X2003",3,2003
"11973","Arctomelon stearnsii","X2003",3,2003
"11974","Arctomelon tamikoae","X2003",3,2003
"11975","Volutomitra alaskana","X2003",3,2003
"11976","Velutina undata","X2003",3,2003
"11977","Velutina plicatilis","X2003",3,2003
"11978","Velutina conica","X2003",3,2003
"11979","Velutina prolongata","X2003",3,2003
"11980","Velutina velutina","X2003",3,2003
"11981","Velutina sp.","X2003",3,2003
"11982","Admete laevior","X2003",3,2003
"11983","Admete regina","X2003",3,2003
"11984","Cylichna alba","X2003",3,2003
"11985","Bivalvia unident.","X2003",1,2003
"11986","Mytilidae","X2003",1,2003
"11987","Modiolus modiolus","X2003",3,2003
"11988","Mytilus sp.","X2003",3,2003
"11989","Mytilus edulis","X2003",3,2003
"11990","Pectinid unident.","X2003",1,2003
"11991","Chlamys sp.","X2003",1,2003
"11992","Chlamys behringiana","X2003",3,2003
"11993","Chlamys rubida","X2003",3,2003
"11994","Chlamys pseudoislandica","X2003",3,2003
"11995","Patinopecten caurinus","X2003",1,2003
"11996","Parvamussium alaskense","X2003",3,2003
"11997","Cyclopecten sp.","X2003",3,2003
"11998","Hiatella sp.","X2003",3,2003
"11999","Hiatella arctica","X2003",3,2003
"12000","Panomya arctica","X2003",3,2003
"12001","Panomya norvegica","X2003",3,2003
"12002","Nucula tenuis","X2003",3,2003
"12003","Yoldia sp.","X2003",3,2003
"12004","Yoldia seminuda","X2003",3,2003
"12005","Yoldia myalis","X2003",3,2003
"12006","Yoldia thraciaeformis","X2003",3,2003
"12007","Yoldia hyperborea","X2003",3,2003
"12008","Portlandia sp.","X2003",3,2003
"12009","Nuculana sp.","X2003",3,2003
"12010","Nuculana pernula","X2003",3,2003
"12011","Nuculana fossa","X2003",3,2003
"12012","Nuculana buccata","X2003",3,2003
"12013","Musculus sp.","X2003",3,2003
"12014","Musculus niger","X2003",3,2003
"12015","Musculus discors","X2003",1,2003
"12016","Musculus olivaceus","X2003",3,2003
"12017","Crenella seminuda","X2003",3,2003
"12018","Astarte crenata","X2003",3,2003
"12019","Astarte sp.","X2003",3,2003
"12020","Astarte borealis","X2003",3,2003
"12021","Astarte polaris","X2003",3,2003
"12022","Tridonta rollandi","X2003",3,2003
"12023","Cardita sp.","X2003",3,2003
"12024","Carditidae","X2003",3,2003
"12025","Cyclocardia crassidens","X2003",3,2003
"12026","Cyclocardia crebricostata","X2003",3,2003
"12027","Cyclocardia sp.","X2003",3,2003
"12028","Kellia laperousii","X2003",3,2003
"12029","cockle unident.","X2003",3,2003
"12030","Clinocardium sp.","X2003",3,2003
"12031","Clinocardium nuttallii","X2003",3,2003
"12032","Clinocardium ciliatum","X2003",3,2003
"12033","Clinocardium californiense","X2003",3,2003
"12034","Clinocardium blandum","X2003",3,2003
"12035","Saxidomus nuttalli","X2003",3,2003
"12036","Saxidomus giganteus","X2003",3,2003
"12037","Protothaca staminea","X2003",3,2003
"12038","Liocyma fluctosa","X2003",3,2003
"12039","Mactromeris sp.","X2003",2,2003
"12040","Mactromeris polynyma","X2003",2,2003
"12041","Tellina sp.","X2003",2,2003
"12042","Tellina nuculoides","X2003",2,2003
"12043","Tellina lutea","X2003",2,2003
"12044","Macoma sp.","X2003",2,2003
"12045","Macoma nasuta","X2003",3,2003
"12046","Macoma calcarea","X2003",3,2003
"12047","Macoma brota","X2003",3,2003
"12048","Siliqua sp.","X2003",1,2003
"12049","Siliqua patula","X2003",3,2003
"12050","Siliqua alta","X2003",1,2003
"12051","Serripes sp.","X2003",1,2003
"12052","Serripes groenlandicus","X2003",3,2003
"12053","Serripes laperousii","X2003",3,2003
"12054","Serripes notabilis","X2003",2,2003
"12055","Mya sp.","X2003",3,2003
"12056","Mya arenaria","X2003",3,2003
"12057","Mya truncata","X2003",3,2003
"12058","Mya pseudoarenaria","X2003",3,2003
"12059","Mya elegans","X2003",3,2003
"12060","Pododesmus macroschisma","X2003",1,2003
"12061","Pododesmus sp.","X2003",1,2003
"12062","Anomiidae","X2003",1,2003
"12063","Dentalium sp.","X2003",3,2003
"12064","Rhabdus dalli","X2003",3,2003
"12065","Cephalopoda unident.","X2003",1,2003
"12066","cuttlefish unident.","X2003",3,2003
"12067","Octopodidae","X2003",1,2003
"12068","pelagic octopus unident.","X2003",3,2003
"12069","Benthoctopus leioderma","X2003",3,2003
"12070","Octopus sp.","X2003",3,2003
"12071","Octopus dofleini","X2003",3,2003
"12072","Benthoctopus sp.","X2003",3,2003
"12073","Teuthoidea","X2003",1,2003
"12074","Rossia pacifica","X2003",1,2003
"12075","Loligo opalescens","X2003",3,2003
"12076","Gonatus sp.","X2003",3,2003
"12077","Berryteuthis magister","X2003",1,2003
"12078","Asteroidea unident.","X2003",1,2003
"12079","Evasterias sp.","X2003",1,2003
"12080","Evasterias troschelii","X2003",2,2003
"12081","Evasterias echinosoma","X2003",2,2003
"12082","Orthasterias koehleri","X2003",3,2003
"12083","Leptasterias groenlandica","X2003",2,2003
"12084","Leptasterias hexactis","X2003",3,2003
"12085","Leptasterias hylodes","X2003",3,2003
"12086","Leptasterias coei","X2003",3,2003
"12087","Pycnopodia helianthoides","X2003",1,2003
"12088","Lethasterias nanimensis","X2003",1,2003
"12089","Pedicellaster magister","X2003",3,2003
"12090","Henricia sp.","X2003",1,2003
"12091","Henricia sanguinolenta","X2003",3,2003
"12092","Henricia leviuscula","X2003",3,2003
"12093","Henricia tumida","X2003",3,2003
"12094","Odontohenricia
sp.","X2003",3,2003
"12095","Leptasterias polaris","X2003",1,2003
"12096","Leptasterias arctica","X2003",1,2003
"12097","Leptasterias sp.","X2003",1,2003
"12098","Henricia beringiana","X2003",3,2003
"12099","Gephyreaster swifti","X2003",1,2003
"12100","Pseudarchaster
sp.","X2003",1,2003
"12101","Pseudarchaster alascensis","X2003",3,2003
"12102","Pseudarchaster parelii","X2003",3,2003
"12103","Hippasteria spinosa","X2003",3,2003
"12104","Ceramaster sp.","X2003",1,2003
"12105","Ceramaster japonicus","X2003",3,2003
"12106","Ceramaster patagonicus","X2003",3,2003
"12107","Dermasterias imbricata","X2003",3,2003
"12108","Solaster sp.","X2003",1,2003
"12109","Solaster endeca","X2003",3,2003
"12110","Solaster dawsoni","X2003",3,2003
"12111","Solaster paxillatus","X2003",3,2003
"12112","Crossaster sp.","X2003",1,2003
"12113","Crossaster borealis","X2003",1,2003
"12114","Crossaster papposus","X2003",1,2003
"12115","Pteraster sp.","X2003",1,2003
"12116","Pteraster tesselatus","X2003",3,2003
"12117","Pteraster militaris","X2003",3,2003
"12118","Pteraster obscurus","X2003",1,2003
"12119","Diplopteraster multipes","X2003",1,2003
"12120","Diplopteraster sp.","X2003",1,2003
"12121","Asterias sp.","X2003",1,2003
"12122","Asterias amurensis","X2003",1,2003
"12123","Ctenodiscus sp.","X2003",3,2003
"12124","Ctenodiscus crispatus","X2003",3,2003
"12125","Leptychaster sp.","X2003",3,2003
"12126","Leptychaster anomalus","X2003",3,2003
"12127","Leptychaster pacificus","X2003",3,2003
"12128","Leptychaster arcticus","X2003",3,2003
"12129","Dipsacaster sp.","X2003",1,2003
"12130","Dipsacaster borealis","X2003",1,2003
"12131","Cheiraster (=Luidiaster) dawsoni","X2003",1,2003
"12132","Echinacea unident.","X2003",1,2003
"12133","Strongylocentrotus droebachiensis","X2003",3,2003
"12134","Strongylocentrotus
sp.","X2003",2,2003
"12135","Strongylocentrotus franciscanus","X2003",3,2003
"12136","Strongylocentrotus polyacanthus","X2003",3,2003
"12137","Strongylocentrotus pallidus","X2003",3,2003
"12138","Allocentrotus fragilis","X2003",2,2003
"12139","Allocentrotus sp.","X2003",2,2003
"12140","sand dollar unident.","X2003",1,2003
"12141","Echinarachnius parma","X2003",1,2003
"12142","Ophiuroid unident.","X2003",1,2003
"12143","Gorgonocephalus eucnemis","X2003",1,2003
"12144","Asteronyx loveni","X2003",1,2003
"12145","Ophiura sp.","X2003",3,2003
"12146","Ophiura sarsi","X2003",3,2003
"12147","Amphiophiura nodosa","X2003",3,2003
"12148","Ophiacantha sp.","X2003",3,2003
"12149","Ophiopholis sp.","X2003",3,2003
"12150","Ophiopholis aculeata","X2003",3,2003
"12151","Ophiolebes sp.","X2003",3,2003
"12152","Holothuroidea unident.","X2003",1,2003
"12153","Molpadia sp.","X2003",1,2003
"12154","Molpadia intermedia","X2003",2,2003
"12155","Pentamera lissoplaca","X2003",3,2003
